Instrument Type,Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs)
FUTCOM,25 Sep 2013,24587,24587,738092.55
FUTCOM,26 Sep 2013,23344,23344,699530.57
FUTCOM,27 Sep 2013,25799,25799,780453.14
FUTCOM,28 Sep 2013,0,0,0
FUTCOM,30 Sep 2013,27704,27704,837876.72
FUTCOM,01 Oct 2013,24863,24863,731496.41
FUTCOM,03 Oct 2013,20994,20994,614768.45
FUTCOM,04 Oct 2013,17524,17524,511590.06
FUTCOM,05 Oct 2013,0,0,0
FUTCOM,07 Oct 2013,13405,13405,393995.84
FUTCOM,08 Oct 2013,19362,19362,572404.19
FUTCOM,09 Oct 2013,20818,20818,609776.2
FUTCOM,10 Oct 2013,19777,19777,574922.07
FUTCOM,11 Oct 2013,23975,23975,684363.45
FUTCOM,12 Oct 2013,0,0,0
FUTCOM,14 Oct 2013,17116,17116,492262.44
FUTCOM,15 Oct 2013,25489,25489,730272.33
FUTCOM,16 Oct 2013,10787,10787,311376.54
FUTCOM,17 Oct 2013,26036,26036,763824.31
FUTCOM,18 Oct 2013,19443,19443,575032.16
FUTCOM,19 Oct 2013,0,0,0
FUTCOM,21 Oct 2013,13463,13463,400146.79
FUTCOM,22 Oct 2013,20548,20548,614110.02
FUTCOM,23 Oct 2013,14905,14905,449587.65
FUTCOM,24 Oct 2013,19815,19815,601964.18
FUTCOM,25 Oct 2013,18647,18647,570104.67
FUTCOM,26 Oct 2013,0,0,0
FUTCOM,28 Oct 2013,17313,17313,535255.17
FUTCOM,29 Oct 2013,31702,31702,963156.33
FUTCOM,30 Oct 2013,19554,19554,590789.32
FUTCOM,31 Oct 2013,18192,18192,542855.39
FUTCOM,01 Nov 2013,15951,15951,476134.28
FUTCOM,02 Nov 2013,0,0,0
FUTCOM,03 Nov 2013,1821,1821,54390.72
FUTCOM,04 Nov 2013,3985,3985,118729.7
FUTCOM,05 Nov 2013,12792,12792,378751.12
FUTCOM,06 Nov 2013,14787,14787,441997.26
FUTCOM,07 Nov 2013,24114,24114,723706.59
FUTCOM,08 Nov 2013,18463,18463,551155.35
FUTCOM,09 Nov 2013,0,0,0
FUTCOM,11 Nov 2013,18791,18791,562538.32
FUTCOM,12 Nov 2013,18661,18661,564179.55
FUTCOM,13 Nov 2013,19651,19651,591327.6
FUTCOM,14 Nov 2013,16836,16836,509463.46
FUTCOM,15 Nov 2013,5203,5203,157576.34
FUTCOM,16 Nov 2013,0,0,0
FUTCOM,18 Nov 2013,15997,15997,482499.7
FUTCOM,19 Nov 2013,17028,17028,512430.27
FUTCOM,20 Nov 2013,21508,21508,650242.93
FUTCOM,21 Nov 2013,21181,21181,635824.7
FUTCOM,22 Nov 2013,19267,19267,579116.45
FUTCOM,23 Nov 2013,0,0,0
FUTCOM,25 Nov 2013,20257,20257,603130.94
FUTCOM,26 Nov 2013,16686,16686,503082.34
FUTCOM,27 Nov 2013,20345,20345,610267.77
FUTCOM,28 Nov 2013,13223,13223,394344.27
FUTCOM,29 Nov 2013,20838,20838,620843.1
FUTCOM,30 Nov 2013,0,0,0
FUTCOM,02 Dec 2013,14908,14908,433504.87
FUTCOM,03 Dec 2013,19291,19291,557768.84
FUTCOM,04 Dec 2013,23067,23067,673473.61
FUTCOM,05 Dec 2013,20085,20085,587528.06
FUTCOM,06 Dec 2013,22601,22601,657260.66
FUTCOM,07 Dec 2013,0,0,0
FUTCOM,09 Dec 2013,13450,13450,389560.16
FUTCOM,10 Dec 2013,17649,17649,518623
FUTCOM,11 Dec 2013,18313,18313,540064.22
FUTCOM,12 Dec 2013,19050,19050,558036.64
FUTCOM,13 Dec 2013,17003,17003,497594.77
FUTCOM,14 Dec 2013,0,0,0
FUTCOM,16 Dec 2013,24475,24475,709703.6
FUTCOM,17 Dec 2013,23348,23348,673186.31
FUTCOM,18 Dec 2013,17765,17765,510989.36
FUTCOM,19 Dec 2013,22442,22442,639505.73
FUTCOM,20 Dec 2013,19585,19585,556610.75
FUTCOM,21 Dec 2013,0,0,0
FUTCOM,23 Dec 2013,12708,12708,360601.3
FUTCOM,24 Dec 2013,9644,9644,273428.83
FUTCOM,26 Dec 2013,10418,10418,297618.24
FUTCOM,27 Dec 2013,12108,12108,344676.84
FUTCOM,28 Dec 2013,0,0,0
FUTCOM,30 Dec 2013,10917,10917,309817.94
FUTCOM,31 Dec 2013,18880,18880,534062.59
FUTCOM,01 Jan 2014,3472,3472,98241.09
FUTCOM,02 Jan 2014,17950,17950,516155.51
FUTCOM,03 Jan 2014,20481,20481,594395.75
FUTCOM,04 Jan 2014,0,0,0
FUTCOM,06 Jan 2014,20948,20948,609056.32
FUTCOM,07 Jan 2014,18217,18217,526119.87
FUTCOM,08 Jan 2014,16955,16955,486977.95
FUTCOM,09 Jan 2014,15667,15667,450800.95
FUTCOM,10 Jan 2014,16343,16343,472258.69
FUTCOM,11 Jan 2014,0,0,0
FUTCOM,13 Jan 2014,13643,13643,396549.17
FUTCOM,14 Jan 2014,10952,10952,319124.27
FUTCOM,15 Jan 2014,14423,14423,417227.05
FUTCOM,16 Jan 2014,13331,13331,386666.19
FUTCOM,17 Jan 2014,16096,16096,467811.93
FUTCOM,18 Jan 2014,0,0,0
FUTCOM,20 Jan 2014,9198,9198,269515.07
FUTCOM,21 Jan 2014,19322,19322,564249.49
FUTCOM,22 Jan 2014,13360,13360,389418.3
FUTCOM,23 Jan 2014,30313,30313,882065.45
FUTCOM,24 Jan 2014,20678,20678,605877.61
FUTCOM,25 Jan 2014,0,0,0
FUTCOM,27 Jan 2014,15247,15247,451758.35
FUTCOM,28 Jan 2014,15877,15877,467590.43
FUTCOM,29 Jan 2014,21661,21661,637791.72
FUTCOM,30 Jan 2014,21616,21616,633730.06
FUTCOM,31 Jan 2014,21488,21488,623561.66
FUTCOM,01 Feb 2014,0,0,0
FUTCOM,03 Feb 2014,13578,13578,391912.59
FUTCOM,04 Feb 2014,14960,14960,431149.06
FUTCOM,05 Feb 2014,18373,18373,530028.32
FUTCOM,06 Feb 2014,16231,16231,467071.83
FUTCOM,07 Feb 2014,16599,16599,477539.57
FUTCOM,08 Feb 2014,0,0,0
FUTCOM,10 Feb 2014,13445,13445,389035.25
FUTCOM,11 Feb 2014,17105,17105,497398.42
FUTCOM,12 Feb 2014,13087,13087,380347.8
FUTCOM,13 Feb 2014,12849,12849,374349.7
FUTCOM,14 Feb 2014,13386,13386,392526.59
FUTCOM,15 Feb 2014,0,0,0
FUTCOM,17 Feb 2014,23908,23908,712823.91
FUTCOM,18 Feb 2014,19938,19938,599755.16
FUTCOM,19 Feb 2014,20259,20259,606854.19
FUTCOM,20 Feb 2014,13083,13083,390699.61
FUTCOM,21 Feb 2014,10241,10241,305673.43
FUTCOM,22 Feb 2014,0,0,0
FUTCOM,24 Feb 2014,11977,11977,360081.6
FUTCOM,25 Feb 2014,13402,13402,403734.17
FUTCOM,26 Feb 2014,18564,18564,558526.01
FUTCOM,27 Feb 2014,7734,7734,232612.18
FUTCOM,28 Feb 2014,15132,15132,456291.11
FUTCOM,01 Mar 2014,0,0,0
FUTCOM,03 Mar 2014,16761,16761,510302.12
FUTCOM,04 Mar 2014,24543,24543,742214.55
FUTCOM,05 Mar 2014,19912,19912,599800.13
FUTCOM,06 Mar 2014,20135,20135,604008.03
FUTCOM,07 Mar 2014,17035,17035,513152.08
FUTCOM,08 Mar 2014,0,0,0
FUTCOM,10 Mar 2014,11241,11241,337358.88
FUTCOM,11 Mar 2014,20321,20321,611554.13
FUTCOM,12 Mar 2014,17710,17710,538115.41
FUTCOM,13 Mar 2014,14854,14854,451666.19
FUTCOM,14 Mar 2014,18530,18530,565705.52
FUTCOM,15 Mar 2014,0,0,0
FUTCOM,17 Mar 2014,4740,4740,144206.49
FUTCOM,18 Mar 2014,15070,15070,454326.38
FUTCOM,19 Mar 2014,16578,16578,498096.62
FUTCOM,20 Mar 2014,15748,15748,469054.02
FUTCOM,21 Mar 2014,13292,13292,395452.73
FUTCOM,22 Mar 2014,0,0,0
FUTCOM,24 Mar 2014,15485,15485,454439.74
FUTCOM,25 Mar 2014,19716,19716,572557.93
FUTCOM,26 Mar 2014,19290,19290,553881.31
FUTCOM,27 Mar 2014,24481,24481,695075.45
FUTCOM,28 Mar 2014,21204,21204,599995.05
FUTCOM,29 Mar 2014,0,0,0
FUTCOM,31 Mar 2014,19538,19538,553873.1
FUTCOM,01 Apr 2014,15359,15359,431158.82
FUTCOM,02 Apr 2014,16110,16110,450169
FUTCOM,03 Apr 2014,12801,12801,360194.2
FUTCOM,04 Apr 2014,14508,14508,409228.34
FUTCOM,07 Apr 2014,9825,9825,277951.69
FUTCOM,08 Apr 2014,7245,7245,206429.82
FUTCOM,09 Apr 2014,14366,14366,408850.5
FUTCOM,10 Apr 2014,14932,14932,428533.24
FUTCOM,11 Apr 2014,11622,11622,334181.65
FUTCOM,14 Apr 2014,5257,5257,151956.68
FUTCOM,15 Apr 2014,19477,19477,556514.95
FUTCOM,16 Apr 2014,15607,15607,444652.88
FUTCOM,17 Apr 2014,11364,11364,324073.63
FUTCOM,21 Apr 2014,12120,12120,344224.83
FUTCOM,22 Apr 2014,15745,15745,450105.84
FUTCOM,23 Apr 2014,12595,12595,361988.05
FUTCOM,25 Apr 2014,16182,16182,467319.08
FUTCOM,28 Apr 2014,10822,10822,312934.65
FUTCOM,29 Apr 2014,16067,16067,462131
FUTCOM,30 Apr 2014,17721,17721,508513.65
FUTCOM,01 May 2014,9274,9274,264925.98
FUTCOM,02 May 2014,16641,16641,476344.11
FUTCOM,05 May 2014,10548,10548,304967.9
FUTCOM,06 May 2014,10903,10903,314883.74
FUTCOM,07 May 2014,16209,16209,466930.21
FUTCOM,08 May 2014,11205,11205,319568.6
FUTCOM,09 May 2014,9519,9519,271788.6
FUTCOM,12 May 2014,12463,12463,355978.15
FUTCOM,13 May 2014,10934,10934,311862.21
FUTCOM,14 May 2014,7384,7384,211697.48
FUTCOM,15 May 2014,13844,13844,394508.04
FUTCOM,16 May 2014,12002,12002,336917.84
FUTCOM,19 May 2014,11252,11252,316569.64
FUTCOM,20 May 2014,11826,11826,332761.83
FUTCOM,21 May 2014,26476,26476,736072.25
FUTCOM,22 May 2014,21741,21741,592457.4
FUTCOM,23 May 2014,11260,11260,306537.8
FUTCOM,26 May 2014,9322,9322,254396.71
FUTCOM,27 May 2014,21384,21384,578495.84
FUTCOM,28 May 2014,18039,18039,481751.07
FUTCOM,29 May 2014,23375,23375,618202.43
FUTCOM,30 May 2014,18486,18486,488023.4
FUTCOM,02 Jun 2014,11427,11427,296625.27
FUTCOM,03 Jun 2014,13287,13287,343144.26
FUTCOM,04 Jun 2014,10623,10623,275007.22
FUTCOM,05 Jun 2014,13356,13356,345660.45
FUTCOM,06 Jun 2014,11935,11935,308969.59
FUTCOM,09 Jun 2014,8739,8739,226468.91
FUTCOM,10 Jun 2014,12351,12351,321935.8
FUTCOM,11 Jun 2014,13300,13300,346797.8
FUTCOM,12 Jun 2014,14968,14968,391153.49
FUTCOM,13 Jun 2014,13156,13156,348591.89
FUTCOM,16 Jun 2014,15490,15490,417111.18
FUTCOM,17 Jun 2014,17864,17864,477254.82
FUTCOM,18 Jun 2014,16261,16261,436366.01
FUTCOM,19 Jun 2014,23215,23215,630735.46
FUTCOM,20 Jun 2014,18780,18780,519226.24
FUTCOM,23 Jun 2014,12930,12930,357800.72
FUTCOM,24 Jun 2014,15614,15614,433136.3
FUTCOM,25 Jun 2014,15749,15749,436083.46
FUTCOM,26 Jun 2014,16859,16859,465829.85
FUTCOM,27 Jun 2014,11162,11162,309141.3
FUTCOM,30 Jun 2014,12052,12052,333256.26
FUTCOM,01 Jul 2014,12160,12160,338689.94
FUTCOM,02 Jul 2014,13853,13853,383089.97
FUTCOM,03 Jul 2014,15677,15677,431433.36
FUTCOM,04 Jul 2014,9659,9659,265870.92
FUTCOM,07 Jul 2014,9935,9935,272655.68
FUTCOM,08 Jul 2014,14873,14873,408963.42
FUTCOM,09 Jul 2014,12893,12893,356181.58
FUTCOM,10 Jul 2014,33653,33653,947427.4
FUTCOM,11 Jul 2014,16357,16357,463540.61
FUTCOM,14 Jul 2014,19726,19726,552063.59
FUTCOM,15 Jul 2014,19448,19448,540655.47
FUTCOM,16 Jul 2014,16733,16733,462799.3
FUTCOM,17 Jul 2014,25421,25421,711201.56
FUTCOM,18 Jul 2014,13270,13270,371949.32
FUTCOM,21 Jul 2014,11754,11754,330179.61
FUTCOM,22 Jul 2014,20611,20611,575552.56
FUTCOM,23 Jul 2014,14776,14776,412915.86
FUTCOM,24 Jul 2014,16664,16664,462457.33
FUTCOM,25 Jul 2014,12493,12493,346990.47
FUTCOM,28 Jul 2014,11778,11778,329304.75
FUTCOM,29 Jul 2014,9820,9820,274544.37
FUTCOM,30 Jul 2014,16476,16476,458951.07
FUTCOM,31 Jul 2014,23595,23595,658697.29
FUTCOM,01 Aug 2014,17735,17735,498190.94
FUTCOM,04 Aug 2014,11875,11875,334364.77
FUTCOM,05 Aug 2014,12194,12194,342412.87
FUTCOM,06 Aug 2014,19790,19790,562888.85
FUTCOM,07 Aug 2014,15503,15503,444168.73
FUTCOM,08 Aug 2014,18404,18404,530668.37
FUTCOM,11 Aug 2014,9118,9118,260884.15
FUTCOM,12 Aug 2014,13837,13837,397581.24
FUTCOM,13 Aug 2014,14511,14511,416170.37
FUTCOM,14 Aug 2014,15544,15544,445057.36
FUTCOM,18 Aug 2014,10166,10166,288132.25
FUTCOM,19 Aug 2014,11904,11904,336807.56
FUTCOM,20 Aug 2014,12050,12050,339901.43
FUTCOM,21 Aug 2014,19750,19750,551471.25
FUTCOM,22 Aug 2014,13517,13517,375819.02
FUTCOM,25 Aug 2014,9894,9894,274778.56
FUTCOM,26 Aug 2014,14667,14667,409603.06
FUTCOM,27 Aug 2014,10201,10201,284089.6
FUTCOM,28 Aug 2014,16571,16571,464656.5
FUTCOM,29 Aug 2014,5712,5712,159720
FUTCOM,01 Sep 2014,5060,5060,141408.45
FUTCOM,02 Sep 2014,19044,19044,527415.01
FUTCOM,03 Sep 2014,17187,17187,472825.67
FUTCOM,04 Sep 2014,16886,16886,464641.11
FUTCOM,05 Sep 2014,14415,14415,395186.39
FUTCOM,08 Sep 2014,12287,12287,335373.72
FUTCOM,09 Sep 2014,16674,16674,454709.11
FUTCOM,10 Sep 2014,15971,15971,436188.33
FUTCOM,11 Sep 2014,21336,21336,577818.33
FUTCOM,12 Sep 2014,17320,17320,466191.04
FUTCOM,15 Sep 2014,16665,16665,449972.27
FUTCOM,16 Sep 2014,18258,18258,493227.72
FUTCOM,17 Sep 2014,11475,11475,309099.52
FUTCOM,18 Sep 2014,17363,17363,463140.23
FUTCOM,19 Sep 2014,18233,18233,484375.21
FUTCOM,22 Sep 2014,17037,17037,450736.51
FUTCOM,23 Sep 2014,19322,19322,515648.49
FUTCOM,24 Sep 2014,16300,16300,434206.18
FUTCOM,25 Sep 2014,22067,22067,587952.02
FUTCOM,26 Sep 2014,20773,20773,558977.15
FUTCOM,29 Sep 2014,14404,14404,387983.17
FUTCOM,30 Sep 2014,27212,27212,733009.26
FUTCOM,01 Oct 2014,20703,20703,557242.99
FUTCOM,03 Oct 2014,8508,8508,226664.62
FUTCOM,06 Oct 2014,6735,6735,179197.96
FUTCOM,07 Oct 2014,12776,12776,341639.79
FUTCOM,08 Oct 2014,14452,14452,388321.76
FUTCOM,09 Oct 2014,16322,16322,439897.31
FUTCOM,10 Oct 2014,13159,13159,354603.93
FUTCOM,13 Oct 2014,14801,14801,400713.53
FUTCOM,14 Oct 2014,17937,17937,487682.32
FUTCOM,16 Oct 2014,18466,18466,507583.2
FUTCOM,17 Oct 2014,14940,14940,408281.34
FUTCOM,20 Oct 2014,11485,11485,314400.18
FUTCOM,21 Oct 2014,13560,13560,373936.56
FUTCOM,22 Oct 2014,9261,9261,254569.13
FUTCOM,23 Oct 2014,4851,4851,132133.89
FUTCOM,24 Oct 2014,3373,3373,91739.1
FUTCOM,27 Oct 2014,9076,9076,246740.49
FUTCOM,28 Oct 2014,12915,12915,350931.01
FUTCOM,29 Oct 2014,11357,11357,307746.79
FUTCOM,30 Oct 2014,16888,16888,451578.93
FUTCOM,31 Oct 2014,26416,26416,690518.98
FUTCOM,03 Nov 2014,14893,14893,387721.31
FUTCOM,04 Nov 2014,10740,10740,279092.83
FUTCOM,05 Nov 2014,25816,25816,659080.91
FUTCOM,06 Nov 2014,9311,9311,237172.71
FUTCOM,07 Nov 2014,29902,29902,763171.8
FUTCOM,10 Nov 2014,15725,15725,406864.17
FUTCOM,11 Nov 2014,19381,19381,496775.34
FUTCOM,12 Nov 2014,16851,16851,435646.14
FUTCOM,13 Nov 2014,19922,19922,514250.31
FUTCOM,14 Nov 2014,27679,27679,716981.88
FUTCOM,17 Nov 2014,17576,17576,464079.07
FUTCOM,18 Nov 2014,21190,21190,563521.36
FUTCOM,19 Nov 2014,27159,27159,723080.56
FUTCOM,20 Nov 2014,18668,18668,494949.44
FUTCOM,21 Nov 2014,19773,19773,524143.5
FUTCOM,24 Nov 2014,12255,12255,324820.08
FUTCOM,25 Nov 2014,18849,18849,499043.78
FUTCOM,26 Nov 2014,11953,11953,315720.36
FUTCOM,27 Nov 2014,15745,15745,414757.16
FUTCOM,28 Nov 2014,31740,31740,832698.77
FUTCOM,01 Dec 2014,31046,31046,812384.32
FUTCOM,02 Dec 2014,15588,15588,414373.06
FUTCOM,03 Dec 2014,13436,13436,358379.58
FUTCOM,04 Dec 2014,13296,13296,354575.63
FUTCOM,05 Dec 2014,16798,16798,444813.99
FUTCOM,08 Dec 2014,11051,11051,291587.64
FUTCOM,09 Dec 2014,23786,23786,638625.26
FUTCOM,10 Dec 2014,16974,16974,461702.27
FUTCOM,11 Dec 2014,16815,16815,456509.42
FUTCOM,12 Dec 2014,14689,14689,398829.93
FUTCOM,15 Dec 2014,15610,15610,425120.07
FUTCOM,16 Dec 2014,30589,30589,834773.9
FUTCOM,17 Dec 2014,16814,16814,455764.51
FUTCOM,18 Dec 2014,19035,19035,513720.16
FUTCOM,19 Dec 2014,12081,12081,325546.49
FUTCOM,22 Dec 2014,12615,12615,338412.7
FUTCOM,23 Dec 2014,11786,11786,313791.01
FUTCOM,24 Dec 2014,7241,7241,192729.11
FUTCOM,26 Dec 2014,12876,12876,347022.01
FUTCOM,29 Dec 2014,9420,9420,253552.35
FUTCOM,30 Dec 2014,15853,15853,426867.37
FUTCOM,31 Dec 2014,11066,11066,296936.47
FUTCOM,01 Jan 2015,1915,1915,51164.89
FUTCOM,02 Jan 2015,19328,19328,514262.86
FUTCOM,05 Jan 2015,16375,16375,440309.13
FUTCOM,06 Jan 2015,21046,21046,573345.11
FUTCOM,07 Jan 2015,16066,16066,437526.67
FUTCOM,08 Jan 2015,16777,16777,450869.54
FUTCOM,09 Jan 2015,14339,14339,384049.67
FUTCOM,12 Jan 2015,16405,16405,442207.34
FUTCOM,13 Jan 2015,17814,17814,483554.65
FUTCOM,14 Jan 2015,18545,18545,501920.12
FUTCOM,15 Jan 2015,34051,34051,923591.52
FUTCOM,16 Jan 2015,20834,20834,574265.52
FUTCOM,19 Jan 2015,10403,10403,288319.55
FUTCOM,20 Jan 2015,22224,22224,621506.2
FUTCOM,21 Jan 2015,22037,22037,619079.68
FUTCOM,22 Jan 2015,23537,23537,658707.07
FUTCOM,23 Jan 2015,14210,14210,397388.63
FUTCOM,27 Jan 2015,20720,20720,575259.79
FUTCOM,28 Jan 2015,14991,14991,417573.48
FUTCOM,29 Jan 2015,25450,25450,704207.86
FUTCOM,30 Jan 2015,28495,28495,787798.06
FUTCOM,02 Feb 2015,14723,14723,408109.18
FUTCOM,03 Feb 2015,19595,19595,539773.3
FUTCOM,04 Feb 2015,15559,15559,427024.55
FUTCOM,05 Feb 2015,18018,18018,493601.21
FUTCOM,06 Feb 2015,20721,20721,561669.49
FUTCOM,09 Feb 2015,10221,10221,275144.36
FUTCOM,10 Feb 2015,11312,11312,304129.43
FUTCOM,11 Feb 2015,13319,13319,356611.55
FUTCOM,12 Feb 2015,16257,16257,432876.68
FUTCOM,13 Feb 2015,12814,12814,341946.53
FUTCOM,16 Feb 2015,7031,7031,188312.45
FUTCOM,17 Feb 2015,13090,13090,345317.99
FUTCOM,18 Feb 2015,16312,16312,428018.07
FUTCOM,19 Feb 2015,16201,16201,427380.28
FUTCOM,20 Feb 2015,15798,15798,415414.4
FUTCOM,23 Feb 2015,18633,18633,487065.62
FUTCOM,24 Feb 2015,18413,18413,480696.91
FUTCOM,25 Feb 2015,16911,16911,443379.36
FUTCOM,26 Feb 2015,13897,13897,365165.1
FUTCOM,27 Feb 2015,13368,13368,350466.09
FUTCOM,28 Feb 2015,13008,13008,342629.97
FUTCOM,02 Mar 2015,14949,14949,398505.69
FUTCOM,03 Mar 2015,14226,14226,376794.27
FUTCOM,04 Mar 2015,14327,14327,379748
FUTCOM,05 Mar 2015,12362,12362,327929.37
FUTCOM,06 Mar 2015,13874,13874,363867.45
FUTCOM,09 Mar 2015,12150,12150,316720.36
FUTCOM,10 Mar 2015,22524,22524,583726.68
FUTCOM,11 Mar 2015,19570,19570,505132.87
FUTCOM,12 Mar 2015,22086,22086,567816.41
FUTCOM,13 Mar 2015,18861,18861,487252.78
FUTCOM,16 Mar 2015,14101,14101,364172.36
FUTCOM,17 Mar 2015,21343,21343,548126.71
FUTCOM,18 Mar 2015,16651,16651,426238.24
FUTCOM,19 Mar 2015,20347,20347,526995.84
FUTCOM,20 Mar 2015,17963,17963,467823.53
FUTCOM,23 Mar 2015,12001,12001,313856.19
FUTCOM,24 Mar 2015,14695,14695,386192.88
FUTCOM,25 Mar 2015,16156,16156,426309.81
FUTCOM,26 Mar 2015,20191,20191,541739.42
FUTCOM,27 Mar 2015,18781,18781,500412.93
FUTCOM,30 Mar 2015,20179,20179,532795.85
FUTCOM,31 Mar 2015,23761,23761,625566.96
FUTCOM,01 Apr 2015,16888,16888,447045.58
FUTCOM,02 Apr 2015,9499,9499,252620.84
FUTCOM,06 Apr 2015,13285,13285,358516.49
FUTCOM,07 Apr 2015,9853,9853,265114.34
FUTCOM,08 Apr 2015,11191,11191,300043.12
FUTCOM,09 Apr 2015,13315,13315,353438.38
FUTCOM,10 Apr 2015,13871,13871,370322.33
FUTCOM,13 Apr 2015,11186,11186,298904.4
FUTCOM,14 Apr 2015,9434,9434,250067.74
FUTCOM,15 Apr 2015,13525,13525,359350.55
FUTCOM,16 Apr 2015,13769,13769,368011.34
FUTCOM,17 Apr 2015,11518,11518,308303.76
FUTCOM,20 Apr 2015,12510,12510,336239.11
FUTCOM,21 Apr 2015,10272,10272,275965.36
FUTCOM,22 Apr 2015,14246,14246,381913.92
FUTCOM,23 Apr 2015,12312,12312,329788.59
FUTCOM,24 Apr 2015,15488,15488,415306.19
FUTCOM,27 Apr 2015,16470,16470,442855.76
FUTCOM,28 Apr 2015,13704,13704,371369
FUTCOM,29 Apr 2015,13347,13347,362758.03
FUTCOM,30 Apr 2015,19756,19756,533124.51
FUTCOM,01 May 2015,8084,8084,215066.99
FUTCOM,04 May 2015,7829,7829,210210.35
FUTCOM,05 May 2015,14326,14326,385348.42
FUTCOM,06 May 2015,13342,13342,359491.92
FUTCOM,07 May 2015,15046,15046,405482.53
FUTCOM,08 May 2015,13876,13876,373307.36
FUTCOM,11 May 2015,13761,13761,369768.89
FUTCOM,12 May 2015,20394,20394,552139.48
FUTCOM,13 May 2015,22079,22079,601942.49
FUTCOM,14 May 2015,15866,15866,435984.94
FUTCOM,15 May 2015,14552,14552,398641.67
FUTCOM,18 May 2015,11814,11814,326464.84
FUTCOM,19 May 2015,18197,18197,499023.07
FUTCOM,20 May 2015,12225,12225,333457.13
FUTCOM,21 May 2015,13262,13262,360906.1
FUTCOM,22 May 2015,12609,12609,342791.07
FUTCOM,25 May 2015,6129,6129,166417.31
FUTCOM,26 May 2015,15295,15295,413420.26
FUTCOM,27 May 2015,12572,12572,338500.82
FUTCOM,28 May 2015,14112,14112,379239.15
FUTCOM,29 May 2015,14705,14705,396074.63
FUTCOM,01 Jun 2015,16599,16599,449068.94
FUTCOM,02 Jun 2015,10519,10519,285155.13
FUTCOM,03 Jun 2015,11604,11604,314755.4
FUTCOM,04 Jun 2015,15836,15836,427170.54
FUTCOM,05 Jun 2015,14423,14423,385592.45
FUTCOM,08 Jun 2015,9067,9067,242987.29
FUTCOM,09 Jun 2015,12004,12004,322294.98
FUTCOM,10 Jun 2015,10945,10945,295085.52
FUTCOM,11 Jun 2015,11337,11337,304858.67
FUTCOM,12 Jun 2015,9151,9151,246386.53
FUTCOM,15 Jun 2015,13261,13261,356881.53
FUTCOM,16 Jun 2015,9976,9976,269143.56
FUTCOM,17 Jun 2015,8734,8734,234697.83
FUTCOM,18 Jun 2015,14597,14597,395597.2
FUTCOM,19 Jun 2015,8928,8928,242087.89
FUTCOM,22 Jun 2015,12099,12099,324994.45
FUTCOM,23 Jun 2015,12859,12859,343312.68
FUTCOM,24 Jun 2015,11881,11881,315770.31
FUTCOM,25 Jun 2015,9662,9662,256313.11
FUTCOM,26 Jun 2015,12947,12947,343209.12
FUTCOM,29 Jun 2015,14208,14208,380011.07
FUTCOM,30 Jun 2015,15930,15930,422624.62
FUTCOM,01 Jul 2015,10204,10204,269989.46
FUTCOM,02 Jul 2015,14038,14038,368434.82
FUTCOM,03 Jul 2015,8339,8339,219305.89
FUTCOM,06 Jul 2015,10458,10458,274925.96
FUTCOM,07 Jul 2015,17330,17330,452831.36
FUTCOM,08 Jul 2015,16698,16698,434925.8
FUTCOM,09 Jul 2015,13010,13010,340129.48
FUTCOM,10 Jul 2015,9881,9881,257912.04
FUTCOM,13 Jul 2015,11230,11230,292221.26
FUTCOM,14 Jul 2015,10782,10782,279951.59
FUTCOM,15 Jul 2015,11945,11945,309207.14
FUTCOM,16 Jul 2015,10970,10970,282583.32
FUTCOM,17 Jul 2015,14073,14073,360577.55
FUTCOM,20 Jul 2015,21248,21248,532461.98
FUTCOM,21 Jul 2015,16739,16739,417722.69
FUTCOM,22 Jul 2015,21128,21128,521329.02
FUTCOM,23 Jul 2015,19895,19895,493795.69
FUTCOM,24 Jul 2015,24183,24183,594477.11
FUTCOM,27 Jul 2015,26312,26312,656014.54
FUTCOM,28 Jul 2015,18240,18240,452138.9
FUTCOM,29 Jul 2015,17666,17666,438036.29
FUTCOM,30 Jul 2015,23962,23962,592799.69
FUTCOM,31 Jul 2015,26370,26370,653185.24
FUTCOM,03 Aug 2015,11239,11239,280184.22
FUTCOM,04 Aug 2015,11638,11638,288784.56
FUTCOM,05 Aug 2015,12448,12448,307807.33
FUTCOM,06 Aug 2015,11757,11757,290834.45
FUTCOM,07 Aug 2015,20416,20416,507276.32
FUTCOM,10 Aug 2015,17090,17090,427774.25
FUTCOM,11 Aug 2015,20294,20294,514109.81
FUTCOM,12 Aug 2015,21689,21689,559555.82
FUTCOM,13 Aug 2015,14445,14445,374407.34
FUTCOM,14 Aug 2015,14415,14415,372457.28
FUTCOM,17 Aug 2015,11289,11289,293384.29
FUTCOM,18 Aug 2015,18004,18004,468037.64
FUTCOM,19 Aug 2015,19645,19645,512282.46
FUTCOM,20 Aug 2015,23393,23393,622017.06
FUTCOM,21 Aug 2015,28457,28457,771264.13
FUTCOM,24 Aug 2015,26566,26566,729726.96
FUTCOM,25 Aug 2015,24479,24479,660167.73
FUTCOM,26 Aug 2015,28602,28602,758578.83
FUTCOM,27 Aug 2015,15872,15872,418139.64
FUTCOM,28 Aug 2015,15913,15913,422485.14
FUTCOM,31 Aug 2015,11292,11292,301010.75
FUTCOM,01 Sep 2015,17779,17779,477627.36
FUTCOM,02 Sep 2015,18115,18115,484122.12
