Instrument Type,Date,Traded Contract(Lots),Quantity (000's),Total Value (Lacs)
FUTCOM,17 Sep 2008,107495,107495,1297934.29
FUTCOM,18 Sep 2008,111368,111368,1452613.85
FUTCOM,19 Sep 2008,91602,91602,1152738.17
FUTCOM,20 Sep 2008,3151,3151,40141.08
FUTCOM,22 Sep 2008,71403,71403,922855.2
FUTCOM,23 Sep 2008,68315,68315,895409.84
FUTCOM,24 Sep 2008,65464,65464,858368.19
FUTCOM,25 Sep 2008,69728,69728,910416.75
FUTCOM,26 Sep 2008,85869,85869,1129914.86
FUTCOM,27 Sep 2008,3523,3523,46365.16
FUTCOM,29 Sep 2008,90588,90588,1205055.73
FUTCOM,30 Sep 2008,64443,64443,865232.05
FUTCOM,01 Oct 2008,48919,48919,648385.25
FUTCOM,03 Oct 2008,60178,60178,770844.27
FUTCOM,04 Oct 2008,1876,1876,24031.71
FUTCOM,06 Oct 2008,67616,67616,887634.72
FUTCOM,07 Oct 2008,63061,63061,847889.71
FUTCOM,08 Oct 2008,74925,74925,1035504.96
FUTCOM,09 Oct 2008,23006,23006,313452.49
FUTCOM,10 Oct 2008,78599,78599,1093098.63
FUTCOM,11 Oct 2008,3933,3933,52731.43
FUTCOM,13 Oct 2008,54881,54881,723083.36
FUTCOM,14 Oct 2008,54410,54410,711056.32
FUTCOM,15 Oct 2008,49056,49056,647833.38
FUTCOM,16 Oct 2008,59034,59034,763431.55
FUTCOM,17 Oct 2008,52203,52203,657299.86
FUTCOM,18 Oct 2008,1681,1681,21118.36
FUTCOM,20 Oct 2008,42438,42438,537370.52
FUTCOM,21 Oct 2008,52218,52218,650366.58
FUTCOM,22 Oct 2008,57213,57213,693082.37
FUTCOM,23 Oct 2008,69419,69419,813582.06
FUTCOM,24 Oct 2008,69231,69231,801911.11
FUTCOM,25 Oct 2008,2428,2428,28894.96
FUTCOM,27 Oct 2008,59654,59654,702348.77
FUTCOM,28 Oct 2008,10179,10179,122272.24
FUTCOM,29 Oct 2008,44164,44164,537484.41
FUTCOM,30 Oct 2008,34317,34317,414024.56
FUTCOM,31 Oct 2008,47189,47189,553202.58
FUTCOM,01 Nov 2008,2250,2250,26383.47
FUTCOM,03 Nov 2008,39562,39562,461039.3
FUTCOM,04 Nov 2008,53991,53991,627259.89
FUTCOM,05 Nov 2008,59223,59223,689999.57
FUTCOM,06 Nov 2008,62581,62581,724846.21
FUTCOM,07 Nov 2008,44987,44987,518866.03
FUTCOM,08 Nov 2008,1868,1868,21584.12
FUTCOM,10 Nov 2008,49727,49727,580606.4
FUTCOM,11 Nov 2008,43786,43786,506940.63
FUTCOM,12 Nov 2008,53394,53394,621958.32
FUTCOM,13 Nov 2008,37274,37274,431732.17
FUTCOM,14 Nov 2008,51604,51604,604196.81
FUTCOM,15 Nov 2008,2670,2670,31486.76
FUTCOM,17 Nov 2008,44489,44489,524823.78
FUTCOM,18 Nov 2008,38201,38201,453186.28
FUTCOM,19 Nov 2008,59148,59148,709317.73
FUTCOM,20 Nov 2008,57890,57890,699033.6
FUTCOM,21 Nov 2008,73796,73796,918158.07
FUTCOM,22 Nov 2008,5678,5678,73202.04
FUTCOM,24 Nov 2008,68859,68859,898995.51
FUTCOM,25 Nov 2008,69022,69022,901755.64
FUTCOM,26 Nov 2008,52568,52568,682642.81
FUTCOM,28 Nov 2008,37796,37796,492587.23
FUTCOM,29 Nov 2008,8571,8571,112426.08
FUTCOM,01 Dec 2008,64383,64383,826109.05
FUTCOM,02 Dec 2008,57423,57423,721813.5
FUTCOM,03 Dec 2008,54286,54286,679665.19
FUTCOM,04 Dec 2008,61266,61266,761099.93
FUTCOM,05 Dec 2008,62371,62371,759706.92
FUTCOM,06 Dec 2008,3354,3354,40610.43
FUTCOM,08 Dec 2008,51679,51679,636523.09
FUTCOM,09 Dec 2008,35356,35356,434017.81
FUTCOM,10 Dec 2008,67112,67112,843173.08
FUTCOM,11 Dec 2008,60957,60957,780484.12
FUTCOM,12 Dec 2008,55388,55388,706751.11
FUTCOM,13 Dec 2008,1347,1347,17252.99
FUTCOM,15 Dec 2008,48744,48744,627636.16
FUTCOM,16 Dec 2008,41386,41386,533460.46
FUTCOM,17 Dec 2008,68350,68350,897237.72
FUTCOM,18 Dec 2008,63095,63095,822859.92
FUTCOM,19 Dec 2008,48940,48940,624186.04
FUTCOM,20 Dec 2008,1734,1734,22083.78
FUTCOM,22 Dec 2008,46679,46679,605711.01
FUTCOM,23 Dec 2008,47446,47446,622317.31
FUTCOM,24 Dec 2008,39193,39193,509560.99
FUTCOM,26 Dec 2008,30352,30352,398966.71
FUTCOM,27 Dec 2008,3850,3850,51596.59
FUTCOM,29 Dec 2008,53868,53868,737645.79
FUTCOM,30 Dec 2008,50768,50768,684317.15
FUTCOM,31 Dec 2008,39293,39293,528726.37
FUTCOM,01 Jan 2009,9671,9671,132652.86
FUTCOM,02 Jan 2009,48062,48062,653328.45
FUTCOM,03 Jan 2009,1908,1908,25861.09
FUTCOM,05 Jan 2009,63008,63008,841590.06
FUTCOM,06 Jan 2009,67352,67352,889603.06
FUTCOM,07 Jan 2009,72396,72396,968712.73
FUTCOM,08 Jan 2009,64150,64150,856290.77
FUTCOM,09 Jan 2009,76798,76798,1022909.34
FUTCOM,10 Jan 2009,2333,2333,31104.5
FUTCOM,12 Jan 2009,75206,75206,986579.93
FUTCOM,13 Jan 2009,61448,61448,795708.04
FUTCOM,14 Jan 2009,50353,50353,650118
FUTCOM,15 Jan 2009,61163,61163,783959.69
FUTCOM,16 Jan 2009,58560,58560,759968.82
FUTCOM,17 Jan 2009,4011,4011,52781.68
FUTCOM,19 Jan 2009,29463,29463,386282.1
FUTCOM,20 Jan 2009,98650,98650,1317056.17
FUTCOM,21 Jan 2009,69570,69570,937845.56
FUTCOM,22 Jan 2009,63726,63726,858935.15
FUTCOM,23 Jan 2009,90171,90171,1244862.45
FUTCOM,24 Jan 2009,7320,7320,103156.03
FUTCOM,27 Jan 2009,60931,60931,857966.34
FUTCOM,28 Jan 2009,64582,64582,901249.94
FUTCOM,29 Jan 2009,78594,78594,1093254.19
FUTCOM,30 Jan 2009,92505,92505,1325709.56
FUTCOM,31 Jan 2009,9350,9350,134873.62
FUTCOM,02 Feb 2009,64555,64555,920334.94
FUTCOM,03 Feb 2009,74623,74623,1051735.55
FUTCOM,04 Feb 2009,56320,56320,791933.6
FUTCOM,05 Feb 2009,69081,69081,985033.67
FUTCOM,06 Feb 2009,63666,63666,905396.31
FUTCOM,07 Feb 2009,2303,2303,32665.43
FUTCOM,09 Feb 2009,54935,54935,770361.4
FUTCOM,10 Feb 2009,63540,63540,896924.27
FUTCOM,11 Feb 2009,82577,82577,1194578.05
FUTCOM,12 Feb 2009,69864,69864,1028127.79
FUTCOM,13 Feb 2009,50794,50794,742270.54
FUTCOM,14 Feb 2009,1546,1546,22620.94
FUTCOM,16 Feb 2009,25264,25264,370804.69
FUTCOM,17 Feb 2009,85865,85865,1309642.6
FUTCOM,18 Feb 2009,82913,82913,1285433.9
FUTCOM,19 Feb 2009,67597,67597,1051225.29
FUTCOM,20 Feb 2009,78489,78489,1237143.36
FUTCOM,21 Feb 2009,4050,4050,64223.56
FUTCOM,23 Feb 2009,44547,44547,701958.26
FUTCOM,24 Feb 2009,79415,79415,1245262.31
FUTCOM,25 Feb 2009,77215,77215,1190553.23
FUTCOM,26 Feb 2009,74696,74696,1139332.94
FUTCOM,27 Feb 2009,92999,92999,1443248.53
FUTCOM,28 Feb 2009,3123,3123,48345.98
FUTCOM,02 Mar 2009,79396,79396,1252041.72
FUTCOM,03 Mar 2009,83296,83296,1277188.78
FUTCOM,04 Mar 2009,73404,73404,1110807.73
FUTCOM,05 Mar 2009,65749,65749,1002147.38
FUTCOM,06 Mar 2009,68858,68858,1070558.18
FUTCOM,07 Mar 2009,3247,3247,50451.36
FUTCOM,09 Mar 2009,61905,61905,958471.23
FUTCOM,10 Mar 2009,71031,71031,1071566.29
FUTCOM,11 Mar 2009,35327,35327,530322.52
FUTCOM,12 Mar 2009,81845,81845,1249896.02
FUTCOM,13 Mar 2009,67762,67762,1039802.4
FUTCOM,14 Mar 2009,2372,2372,36360.83
FUTCOM,16 Mar 2009,63335,63335,964520.27
FUTCOM,17 Mar 2009,58295,58295,884380.3
FUTCOM,18 Mar 2009,93188,93188,1386689.32
FUTCOM,19 Mar 2009,99333,99333,1518071.89
FUTCOM,20 Mar 2009,74234,74234,1150924.96
FUTCOM,21 Mar 2009,2882,2882,44698.23
FUTCOM,23 Mar 2009,53986,53986,833292.4
FUTCOM,24 Mar 2009,79894,79894,1210204.97
FUTCOM,25 Mar 2009,86359,86359,1306363.93
FUTCOM,26 Mar 2009,58575,58575,892873.93
FUTCOM,27 Mar 2009,57471,57471,869456.98
FUTCOM,28 Mar 2009,3400,3400,51362.11
FUTCOM,30 Mar 2009,89263,89263,1355622.27
FUTCOM,31 Mar 2009,67708,67708,1019282.49
FUTCOM,01 Apr 2009,55871,55871,842810.55
FUTCOM,02 Apr 2009,88977,88977,1316752.21
FUTCOM,03 Apr 2009,57605,57605,841551.75
FUTCOM,04 Apr 2009,4406,4406,63802.76
FUTCOM,06 Apr 2009,58517,58517,827551.1
FUTCOM,07 Apr 2009,34584,34584,492521.09
FUTCOM,08 Apr 2009,47644,47644,683288.92
FUTCOM,09 Apr 2009,41337,41337,586925.71
FUTCOM,11 Apr 2009,2123,2123,30133.03
FUTCOM,13 Apr 2009,39615,39615,568844.39
FUTCOM,14 Apr 2009,29270,29270,419262.14
FUTCOM,15 Apr 2009,43907,43907,628198.8
FUTCOM,16 Apr 2009,51088,51088,726039.55
FUTCOM,17 Apr 2009,44060,44060,617002.43
FUTCOM,18 Apr 2009,2020,2020,28324.84
FUTCOM,20 Apr 2009,52900,52900,753148.46
FUTCOM,21 Apr 2009,50784,50784,733207.55
FUTCOM,22 Apr 2009,46209,46209,664528.39
FUTCOM,23 Apr 2009,48300,48300,699846.49
FUTCOM,24 Apr 2009,48153,48153,703742.94
FUTCOM,25 Apr 2009,1459,1459,21337.5
FUTCOM,27 Apr 2009,37409,37409,551522.94
FUTCOM,28 Apr 2009,44040,44040,641087.41
FUTCOM,29 Apr 2009,32635,32635,472892.35
FUTCOM,01 May 2009,20999,20999,299658.52
FUTCOM,02 May 2009,2045,2045,29207.33
FUTCOM,04 May 2009,42607,42607,614036.29
FUTCOM,05 May 2009,44370,44370,640702.74
FUTCOM,06 May 2009,42922,42922,620629.48
FUTCOM,07 May 2009,55721,55721,811108.85
FUTCOM,08 May 2009,42973,42973,623743.33
FUTCOM,11 May 2009,32371,32371,471364.05
FUTCOM,12 May 2009,42374,42374,619374.54
FUTCOM,13 May 2009,50613,50613,749103.29
FUTCOM,14 May 2009,32501,32501,482170.42
FUTCOM,15 May 2009,31701,31701,469353.79
FUTCOM,16 May 2009,5023,5023,74245.55
FUTCOM,18 May 2009,67316,67316,966880.06
FUTCOM,19 May 2009,49162,49162,699335.99
FUTCOM,20 May 2009,44911,44911,642511.13
FUTCOM,21 May 2009,42929,42929,619118.26
FUTCOM,22 May 2009,35610,35610,516728.08
FUTCOM,23 May 2009,1348,1348,19563.96
FUTCOM,25 May 2009,12539,12539,182660.8
FUTCOM,26 May 2009,48289,48289,704932.44
FUTCOM,27 May 2009,44184,44184,645417.74
FUTCOM,28 May 2009,47522,47522,696467.15
FUTCOM,29 May 2009,55016,55016,815412.6
FUTCOM,30 May 2009,8463,8463,126052.98
FUTCOM,01 Jun 2009,53279,53279,792509.89
FUTCOM,02 Jun 2009,44480,44480,659877.18
FUTCOM,03 Jun 2009,48958,48958,725354.54
FUTCOM,04 Jun 2009,44516,44516,657432
FUTCOM,05 Jun 2009,52440,52440,772123.57
FUTCOM,06 Jun 2009,2356,2356,34462.32
FUTCOM,08 Jun 2009,37092,37092,540836.35
FUTCOM,09 Jun 2009,37988,37988,555770.84
FUTCOM,10 Jun 2009,44061,44061,644632.63
FUTCOM,11 Jun 2009,44275,44275,647123.74
FUTCOM,12 Jun 2009,41913,41913,609091.65
FUTCOM,13 Jun 2009,1554,1554,22489.81
FUTCOM,15 Jun 2009,34743,34743,501528.31
FUTCOM,16 Jun 2009,28083,28083,405716.88
FUTCOM,17 Jun 2009,31884,31884,462336.72
FUTCOM,18 Jun 2009,33132,33132,483091.12
FUTCOM,19 Jun 2009,23661,23661,343849.1
FUTCOM,20 Jun 2009,742,742,10790.58
FUTCOM,22 Jun 2009,40409,40409,586185.88
FUTCOM,23 Jun 2009,34716,34716,502138.19
FUTCOM,24 Jun 2009,41276,41276,602246.52
FUTCOM,25 Jun 2009,29979,29979,439758.07
FUTCOM,26 Jun 2009,32476,32476,477510.67
FUTCOM,27 Jun 2009,1051,1051,15393.7
FUTCOM,29 Jun 2009,26824,26824,391611.82
FUTCOM,30 Jun 2009,37678,37678,546964.43
FUTCOM,01 Jul 2009,36478,36478,528717.08
FUTCOM,02 Jul 2009,27588,27588,399484.21
FUTCOM,03 Jul 2009,12135,12135,175572.87
FUTCOM,04 Jul 2009,897,897,12969.91
FUTCOM,06 Jul 2009,32676,32676,473922.15
FUTCOM,07 Jul 2009,29453,29453,428969.19
FUTCOM,08 Jul 2009,42279,42279,615117.28
FUTCOM,09 Jul 2009,27139,27139,392862.33
FUTCOM,10 Jul 2009,26921,26921,389262.79
FUTCOM,11 Jul 2009,948,948,13745.9
FUTCOM,13 Jul 2009,30000,30000,436621.39
FUTCOM,14 Jul 2009,27504,27504,402616.07
FUTCOM,15 Jul 2009,28959,28959,426277.95
FUTCOM,16 Jul 2009,26267,26267,387694.57
FUTCOM,17 Jul 2009,18922,18922,279246.97
FUTCOM,18 Jul 2009,1493,1493,22040.12
FUTCOM,20 Jul 2009,33237,33237,493734.08
FUTCOM,21 Jul 2009,27125,27125,403095.55
FUTCOM,22 Jul 2009,27983,27983,416744.73
FUTCOM,23 Jul 2009,30559,30559,456851.84
FUTCOM,24 Jul 2009,19012,19012,283122.94
FUTCOM,25 Jul 2009,1418,1418,21106.19
FUTCOM,27 Jul 2009,24195,24195,361383.25
FUTCOM,28 Jul 2009,40009,40009,593403.74
FUTCOM,29 Jul 2009,37715,37715,554265.95
FUTCOM,30 Jul 2009,27138,27138,398429.4
FUTCOM,31 Jul 2009,47943,47943,705034.02
FUTCOM,01 Aug 2009,4185,4185,62022.21
FUTCOM,03 Aug 2009,28185,28185,417737.92
FUTCOM,04 Aug 2009,31763,31763,470835.96
FUTCOM,05 Aug 2009,20463,20463,304975.88
FUTCOM,06 Aug 2009,33795,33795,504824.23
FUTCOM,07 Aug 2009,30611,30611,455871.55
FUTCOM,08 Aug 2009,713,713,10599.1
FUTCOM,10 Aug 2009,27958,27958,412985.45
FUTCOM,11 Aug 2009,21407,21407,316334.87
FUTCOM,12 Aug 2009,21083,21083,312899.8
FUTCOM,13 Aug 2009,22475,22475,335595.18
FUTCOM,14 Aug 2009,24997,24997,373510.72
FUTCOM,17 Aug 2009,25423,25423,377574.93
FUTCOM,18 Aug 2009,21610,21610,321296.13
FUTCOM,19 Aug 2009,26075,26075,388973.87
FUTCOM,20 Aug 2009,18276,18276,272460.83
FUTCOM,21 Aug 2009,28594,28594,428214.84
FUTCOM,22 Aug 2009,1304,1304,19569.93
FUTCOM,24 Aug 2009,28046,28046,420464.68
FUTCOM,25 Aug 2009,29558,29558,443314.84
FUTCOM,26 Aug 2009,23604,23604,354347.69
FUTCOM,27 Aug 2009,21459,21459,322271.81
FUTCOM,28 Aug 2009,25869,25869,390091.95
FUTCOM,29 Aug 2009,1069,1069,16156.16
FUTCOM,31 Aug 2009,24677,24677,372684.29
FUTCOM,01 Sep 2009,31493,31493,476470.4
FUTCOM,02 Sep 2009,40345,40345,619977.91
FUTCOM,03 Sep 2009,42337,42337,661773.87
FUTCOM,04 Sep 2009,32572,32572,511796.99
FUTCOM,05 Sep 2009,958,958,15078.52
FUTCOM,07 Sep 2009,16650,16650,261794.47
FUTCOM,08 Sep 2009,50493,50493,797536.06
FUTCOM,09 Sep 2009,40620,40620,638471.07
FUTCOM,10 Sep 2009,42087,42087,657505.47
FUTCOM,11 Sep 2009,36876,36876,582816.69
FUTCOM,12 Sep 2009,1354,1354,21436.38
FUTCOM,14 Sep 2009,27260,27260,430673.25
FUTCOM,15 Sep 2009,37446,37446,590820
FUTCOM,16 Sep 2009,41160,41160,656201.25
FUTCOM,17 Sep 2009,40954,40954,651538.92
FUTCOM,18 Sep 2009,35001,35001,554803.96
FUTCOM,19 Sep 2009,1614,1614,25517.03
FUTCOM,21 Sep 2009,19927,19927,313219.91
FUTCOM,22 Sep 2009,31227,31227,494486.57
FUTCOM,23 Sep 2009,33457,33457,529498.43
FUTCOM,24 Sep 2009,51977,51977,817898.2
FUTCOM,25 Sep 2009,42023,42023,653288.85
FUTCOM,26 Sep 2009,2324,2324,36082.84
FUTCOM,28 Sep 2009,13240,13240,206068.84
FUTCOM,29 Sep 2009,36585,36585,567605.69
FUTCOM,30 Sep 2009,53499,53499,835005.81
FUTCOM,01 Oct 2009,43731,43731,683005.2
FUTCOM,03 Oct 2009,3730,3730,58236.26
FUTCOM,05 Oct 2009,30075,30075,468470.85
FUTCOM,06 Oct 2009,50693,50693,796567.05
FUTCOM,07 Oct 2009,42150,42150,667196.25
FUTCOM,08 Oct 2009,52846,52846,837781.19
FUTCOM,09 Oct 2009,32514,32514,514363.34
FUTCOM,10 Oct 2009,1104,1104,17481.8
FUTCOM,12 Oct 2009,30224,30224,480825.57
FUTCOM,13 Oct 2009,26546,26546,424447.97
FUTCOM,14 Oct 2009,41762,41762,665693.93
FUTCOM,15 Oct 2009,44343,44343,700809.78
FUTCOM,16 Oct 2009,32990,32990,521009.83
FUTCOM,17 Oct 2009,2854,2854,45243.45
FUTCOM,19 Oct 2009,14181,14181,224480.05
FUTCOM,20 Oct 2009,35144,35144,559317.03
FUTCOM,21 Oct 2009,38258,38258,608843.11
FUTCOM,22 Oct 2009,39435,39435,630924.47
FUTCOM,23 Oct 2009,47076,47076,753137.11
FUTCOM,24 Oct 2009,1478,1478,23626.31
FUTCOM,26 Oct 2009,38532,38532,614232.71
FUTCOM,27 Oct 2009,33538,33538,531681.61
FUTCOM,28 Oct 2009,36343,36343,577082.84
FUTCOM,29 Oct 2009,34266,34266,544788.22
FUTCOM,30 Oct 2009,32946,32946,524751.02
FUTCOM,31 Oct 2009,2838,2838,45297.46
FUTCOM,02 Nov 2009,23944,23944,385688.07
FUTCOM,03 Nov 2009,58785,58785,962087.59
FUTCOM,04 Nov 2009,44398,44398,737380.81
FUTCOM,05 Nov 2009,30782,30782,510925.87
FUTCOM,06 Nov 2009,40220,40220,668082.94
FUTCOM,07 Nov 2009,1921,1921,31976.24
FUTCOM,09 Nov 2009,33056,33056,550996.02
FUTCOM,10 Nov 2009,43517,43517,723105.21
FUTCOM,11 Nov 2009,37780,37780,632671.85
FUTCOM,12 Nov 2009,44029,44029,740945.11
FUTCOM,13 Nov 2009,46843,46843,781741.19
FUTCOM,14 Nov 2009,1859,1859,31227.85
FUTCOM,16 Nov 2009,42257,42257,713899.15
FUTCOM,17 Nov 2009,41164,41164,699064.83
FUTCOM,18 Nov 2009,46608,46608,798822.66
FUTCOM,19 Nov 2009,47025,47025,806791.58
FUTCOM,20 Nov 2009,47483,47483,817702.69
FUTCOM,21 Nov 2009,5542,5542,96277.29
FUTCOM,23 Nov 2009,45944,45944,806137.46
FUTCOM,24 Nov 2009,44435,44435,779783.84
FUTCOM,25 Nov 2009,43609,43609,770092.57
FUTCOM,26 Nov 2009,52115,52115,930263.16
FUTCOM,27 Nov 2009,121647,121647,2143352.66
FUTCOM,30 Nov 2009,76831,76831,1355626.87
FUTCOM,01 Dec 2009,60586,60586,1083440.37
FUTCOM,02 Dec 2009,53795,53795,977506.74
FUTCOM,03 Dec 2009,67437,67437,1226869.12
FUTCOM,04 Dec 2009,87471,87471,1564149.88
FUTCOM,05 Dec 2009,4421,4421,77699.92
FUTCOM,07 Dec 2009,82647,82647,1435555.33
FUTCOM,08 Dec 2009,63824,63824,1118343
FUTCOM,09 Dec 2009,82428,82428,1421177.82
FUTCOM,10 Dec 2009,54200,54200,926940.17
FUTCOM,11 Dec 2009,67514,67514,1154418.39
FUTCOM,12 Dec 2009,2545,2545,43176.27
FUTCOM,14 Dec 2009,45930,45930,782560.39
FUTCOM,15 Dec 2009,55187,55187,937937.69
FUTCOM,16 Dec 2009,47134,47134,808523.98
FUTCOM,17 Dec 2009,65015,65015,1109338.57
FUTCOM,18 Dec 2009,65094,65094,1097790.39
FUTCOM,19 Dec 2009,1319,1319,22384.93
FUTCOM,21 Dec 2009,56554,56554,954339.21
FUTCOM,22 Dec 2009,68512,68512,1137834.71
FUTCOM,23 Dec 2009,43958,43958,728699.4
FUTCOM,24 Dec 2009,34504,34504,578114.9
FUTCOM,26 Dec 2009,2375,2375,39948.91
FUTCOM,28 Dec 2009,28047,28047,472241.41
FUTCOM,29 Dec 2009,38941,38941,653116.08
FUTCOM,30 Dec 2009,43140,43140,717654.89
FUTCOM,31 Dec 2009,28966,28966,484411.53
FUTCOM,01 Jan 2010,1464,1464,24426.49
FUTCOM,02 Jan 2010,2519,2519,42132.52
FUTCOM,04 Jan 2010,48321,48321,811343.79
FUTCOM,05 Jan 2010,47998,47998,810325.85
FUTCOM,06 Jan 2010,52572,52572,885526.46
FUTCOM,07 Jan 2010,41615,41615,700632.6
FUTCOM,08 Jan 2010,55432,55432,930703.7
FUTCOM,09 Jan 2010,2712,2712,45810.64
FUTCOM,11 Jan 2010,40106,40106,683634.87
FUTCOM,12 Jan 2010,47206,47206,803269.65
FUTCOM,13 Jan 2010,59147,59147,992024.24
FUTCOM,14 Jan 2010,42123,42123,710713.98
FUTCOM,15 Jan 2010,37851,37851,637794.26
FUTCOM,16 Jan 2010,1324,1324,22318.33
FUTCOM,18 Jan 2010,15818,15818,266400.51
FUTCOM,19 Jan 2010,38123,38123,643694.1
FUTCOM,20 Jan 2010,57496,57496,965122.71
FUTCOM,21 Jan 2010,70798,70798,1171144.67
FUTCOM,22 Jan 2010,56520,56520,929490.55
FUTCOM,23 Jan 2010,2088,2088,34436.31
FUTCOM,25 Jan 2010,37303,37303,615948.97
FUTCOM,27 Jan 2010,52067,52067,859361.2
FUTCOM,28 Jan 2010,60641,60641,993315.27
FUTCOM,29 Jan 2010,68068,68068,1107649.29
FUTCOM,30 Jan 2010,8353,8353,135851.06
FUTCOM,01 Feb 2010,47562,47562,781075.52
FUTCOM,02 Feb 2010,43709,43709,730011.72
FUTCOM,03 Feb 2010,49774,49774,831499.76
FUTCOM,04 Feb 2010,79397,79397,1299218.36
FUTCOM,05 Feb 2010,68615,68615,1103937.17
FUTCOM,06 Feb 2010,4187,4187,68184.12
FUTCOM,08 Feb 2010,46573,46573,758352.79
FUTCOM,09 Feb 2010,54344,54344,885654.89
FUTCOM,10 Feb 2010,56590,56590,921537.66
FUTCOM,11 Feb 2010,57924,57924,948318.48
FUTCOM,12 Feb 2010,33239,33239,545238.09
FUTCOM,13 Feb 2010,1895,1895,31268.27
FUTCOM,15 Feb 2010,23612,23612,390814.31
FUTCOM,16 Feb 2010,45120,45120,754746.5
FUTCOM,17 Feb 2010,57647,57647,966092.77
FUTCOM,18 Feb 2010,62310,62310,1038839.32
FUTCOM,19 Feb 2010,52906,52906,884813.86
FUTCOM,20 Feb 2010,2338,2338,39329.93
FUTCOM,22 Feb 2010,43237,43237,725938.01
FUTCOM,23 Feb 2010,48857,48857,814231.96
FUTCOM,24 Feb 2010,59266,59266,978959.93
FUTCOM,25 Feb 2010,59099,59099,977180.13
FUTCOM,26 Feb 2010,45653,45653,764660.59
FUTCOM,27 Feb 2010,1962,1962,32956.42
FUTCOM,01 Mar 2010,17502,17502,293948.8
FUTCOM,02 Mar 2010,48562,48562,820006.58
FUTCOM,03 Mar 2010,47729,47729,812510.94
FUTCOM,04 Mar 2010,45231,45231,767893.81
FUTCOM,05 Mar 2010,43373,43373,733637.13
FUTCOM,06 Mar 2010,1113,1113,18813.62
FUTCOM,08 Mar 2010,41345,41345,694749.32
FUTCOM,09 Mar 2010,47687,47687,795100.57
FUTCOM,10 Mar 2010,63831,63831,1061119.59
FUTCOM,11 Mar 2010,50144,50144,827618.68
FUTCOM,12 Mar 2010,52723,52723,871548.48
FUTCOM,13 Mar 2010,2421,2421,39844.66
FUTCOM,15 Mar 2010,32911,32911,543254.34
FUTCOM,16 Mar 2010,38411,38411,640805.84
FUTCOM,17 Mar 2010,40378,40378,675725.7
FUTCOM,18 Mar 2010,41091,41091,686812.85
FUTCOM,19 Mar 2010,58873,58873,976185.98
FUTCOM,20 Mar 2010,2593,2593,42819.67
FUTCOM,22 Mar 2010,47679,47679,783769.63
FUTCOM,23 Mar 2010,43052,43052,707932.02
FUTCOM,24 Mar 2010,44287,44287,724717.91
FUTCOM,25 Mar 2010,42599,42599,694290.85
FUTCOM,26 Mar 2010,51992,51992,848200.36
FUTCOM,27 Mar 2010,2733,2733,44844.45
FUTCOM,29 Mar 2010,35750,35750,585599.9
FUTCOM,30 Mar 2010,36861,36861,603001.03
FUTCOM,31 Mar 2010,48071,48071,787755.66
FUTCOM,01 Apr 2010,35840,35840,590264.48
FUTCOM,03 Apr 2010,2110,2110,34865.48
FUTCOM,05 Apr 2010,30245,30245,498916.46
FUTCOM,06 Apr 2010,34122,34122,563620.88
FUTCOM,07 Apr 2010,42458,42458,707650.54
FUTCOM,08 Apr 2010,41248,41248,691091.88
FUTCOM,09 Apr 2010,38589,38589,648183.4
FUTCOM,10 Apr 2010,1282,1282,21582.84
FUTCOM,12 Apr 2010,36625,36625,619866.73
FUTCOM,13 Apr 2010,47690,47690,801270.15
FUTCOM,14 Apr 2010,26081,26081,438584.73
FUTCOM,15 Apr 2010,31707,31707,532817.6
FUTCOM,16 Apr 2010,61659,61659,1029043.94
FUTCOM,17 Apr 2010,2737,2737,45461.75
FUTCOM,19 Apr 2010,48822,48822,809015.83
FUTCOM,20 Apr 2010,38747,38747,645204.67
FUTCOM,21 Apr 2010,39043,39043,651031.23
FUTCOM,22 Apr 2010,46177,46177,769531.17
FUTCOM,23 Apr 2010,56424,56424,940984.55
FUTCOM,24 Apr 2010,3067,3067,51569.34
FUTCOM,26 Apr 2010,26675,26675,448009.94
FUTCOM,27 Apr 2010,52708,52708,887725.33
FUTCOM,28 Apr 2010,51784,51784,881941.29
FUTCOM,29 Apr 2010,40634,40634,690683.04
FUTCOM,30 Apr 2010,31720,31720,541870.29
FUTCOM,03 May 2010,29825,29825,513081
FUTCOM,04 May 2010,63404,63404,1092926.16
FUTCOM,05 May 2010,57838,57838,994830.2
FUTCOM,06 May 2010,63394,63394,1112594.89
FUTCOM,07 May 2010,69017,69017,1231510.67
FUTCOM,08 May 2010,2126,2126,38184.63
FUTCOM,10 May 2010,60853,60853,1066846.23
FUTCOM,11 May 2010,56392,56392,1008682.21
FUTCOM,12 May 2010,65300,65300,1187238.13
FUTCOM,13 May 2010,49482,49482,895654.4
FUTCOM,14 May 2010,72939,72939,1327076.78
FUTCOM,15 May 2010,1752,1752,31866.39
FUTCOM,17 May 2010,60165,60165,1099572.74
FUTCOM,18 May 2010,55920,55920,1008166.64
FUTCOM,19 May 2010,75245,75245,1362867.41
FUTCOM,20 May 2010,76265,76265,1381660.35
FUTCOM,21 May 2010,65225,65225,1175326.89
FUTCOM,22 May 2010,1546,1546,27840.77
FUTCOM,24 May 2010,42874,42874,775976.28
FUTCOM,25 May 2010,66010,66010,1216309.82
FUTCOM,26 May 2010,48463,48463,901131.9
FUTCOM,27 May 2010,33573,33573,618931.85
FUTCOM,28 May 2010,45533,45533,835353.87
FUTCOM,29 May 2010,5112,5112,94387.19
